__CLASS__,id,company,created,latitude,adref,salary_is_predicted,longitude,salary_min,title,contract_time,salary_max,category,location,description,redirect_url,contract_type
Adzuna::API::Response::Job,5597180697,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kidney Research UK'}",2026-01-23T15:25:22Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5NzE4MDY5NyIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.hMTA8auPlkCX8pW369zB6BY9INPB7UACtjIA_IyNiVI,0,,45000.0,Data science programme lead,full_time,45000.0,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'display_name': 'Peterborough, Eastern England', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Eastern England', 'Peterborough']}","Data science programme lead Location: Contracted to our Peterborough office with the flexibility for hybrid working Salary: £42,000 - £48,000 depending on experience Contract Type: Permanent Full Time: 37.5 hours per week Benefits: We want all our employees to feel valued and engaged and are committed to offering a positive working culture along with a good work-life balance. As well as ensuring we pay our employees fairly, we offer the following benefits: Flexible working, Generous annual leav…",https://www.adzuna.co.uk/jobs/land/ad/5597180697?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=69DF8BE0F003B3024C8AE0BD4234695936DB10D1,permanent
Adzuna::API::Response::Job,5624308238,"{'display_name': 'IO Associates', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-11T14:59:52Z,52.6348,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjI0MzA4MjM4In0.hMuJMynYHp8hpnvKbBgTHCXyWjlFUBBH4D3F5NWE-ts,0,-1.12952,75000.0,Lead Data Scientist - eCommerce,,75000.0,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['UK', 'East Midlands', 'Leicestershire', 'Leicester'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leicester, Leicestershire'}","Lead Data Scientist - eCommerce Leicester, UK (Hybrid) Up to £75,000 DOE iO Associates are aligned with one of the UK's most recognised and fast-scaling retail powerhouses, operating at significant scale within a highly data-driven eCommerce environment where analytics directly shapes commercial performance. This role will lead the design and deployment of advanced machine learning solutions focused on personalisation, predictive modelling and profitability optimisation across a global customer…",https://www.adzuna.co.uk/jobs/land/ad/5624308238?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=F89C83C4F27E4B64D532FC93D006FE89A08F8C0C,permanent
Adzuna::API::Response::Job,5624308234,"{'display_name': 'University of Salford', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-11T14:59:52Z,53.483545,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjI0MzA4MjM0In0.839LAilY_wG0IzqcidIMrersig-JRhSEEKJ7eieMYTI,0,-2.270667,40000.0,Data Scientist KTP Associate,,40000.0,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['UK', 'North West England', 'Greater Manchester', 'Salford', 'Higher Broughton'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Higher Broughton, Salford'}","Opportunity Overview This post is a dynamic role that will develop bespoke AI-driven tools to automate motor insurance claim analysis, enhancing efficiency and accuracy. The KTP will embed advanced machine learning capabilities, reduce case turnaround times, and unlock scalable growth, transforming data handling in the UK's high-volume, fraud-prone motor insurance sector. The position will be based at the company premises in Staffordshire, (ST18) working across departmental teams to ensure the …",https://www.adzuna.co.uk/jobs/land/ad/5624308234?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=08F5C018D07FCCC2E049E95272C91B29059E3D59,contract
Adzuna::API::Response::Job,5595243181,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Harnham'}",2026-01-22T06:59:27Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5NTI0MzE4MSIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.mfURwTHQUTMaxl_SzEoJqSLRw71_OWgTrUYJpLVNenE,1,-0.139134,50466.13,Data Scientist,,50466.13,"{'tag': 'it-jobs', 'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}","Data Scientist (Mid-Level) London (Bond Street) – 4 days a week in office (Mon–Thurs) Up to £65,000  10% bonus About the Company We’re partnering with a high-performing international investment firm that works closely with ambitious, high-growth businesses to help them scale sustainably and create long-term value. Operating across Europe, the US, and Asia, this organisation combines deep investment expertise with modern technology to make smarter, faster decisions across sourcing, diligence, an…",https://www.adzuna.co.uk/jobs/land/ad/5595243181?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=DE709395648307CB90C47A1B6821D0AA73FBA82A,
Adzuna::API::Response::Job,5619805929,"{'display_name': 'Hays', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-07T22:26:55Z,54.9986,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxOTgwNTkyOSIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.Aweh5YAbUolSC-xspwRVCy8laW_6dHgR5gk1waRxl7M,1,-7.30317,84745.53,Data Scientist,,84745.53,"{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","{'area': ['UK', 'Northern Ireland', 'Derry', 'Londonderry', 'Waterside'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Waterside, Londonderry'}",We have an exiting contract job opportunity for Data scientist to join our leading airline client Role purpose This role is responsible for developing industrialized optimisation and machine learning models as part of a full-stack product squad that delivers operations decision-support software Contract – 12 months (high potential to extend further) Location – Heathrow Hybrid – 2 to 3 days onsite Pay – Flexible daily rate (inside IR35) Scope As a key member of a product squad and reporting to t…,https://www.adzuna.co.uk/jobs/land/ad/5619805929?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=2A51FF6968A976D0638C8411BFCBC925E59A9810,contract
Adzuna::API::Response::Job,5619808536,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Egregious'}",2026-02-07T22:33:51Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjE5ODA4NTM2In0.-tXsPYdsfAfr4PKe_bXW-DGN8CwwlMns0gQayDCM2Ro,1,-0.139134,63833.08,Data Scientist,full_time,63833.08,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}","Company Description The rise of AI has transformed the information landscape; online disinformation campaigns and manipulated narratives - once rare or irrelevant - are now everywhere. The internet is at risk of becoming a dead zone filled with GenAI ‘slopaganda’. Superhuman AI makes it increasingly difficult for humans to detect bots at all, so the team at Egregious have designed advanced algorithms to protect the internet from these novel threats. We're looking for another Data Scientist to j…",https://www.adzuna.co.uk/jobs/land/ad/5619808536?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=A20967D60A76CE62DAB541A01C53CB5988D22F61,
Adzuna::API::Response::Job,5588400508,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Thyme'}",2026-01-16T20:17:15Z,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4ODQwMDUwOCIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.u6ifTkZcOfPwyqby-8UOPXRVR2-mefxZdQrx6gfDaCo,1,,83951.1,Data Scientist,,83951.1,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'display_name': 'UK', 'area': ['UK'], '__CLASS__': 'Adzuna::API::Response::Location'}","Data Scientist - £70k | Remote / Hybrid | FinTech / Payments We’re working with an established FinTech / Payments business that has been helping customers manage and move money globally for many years. The company builds technology-led products that support low-cost, multi-currency payments and money management, operating across several regulated markets. They’re now investing further in their Data Science and AI capability and are looking for a Data Scientist to play a key role in shaping how …",https://www.adzuna.co.uk/jobs/land/ad/5588400508?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=9C993EB55E5E97B9875776B437BFDBB8E57BEE4C,
Adzuna::API::Response::Job,5620178190,"{'display_name': 'Avensys Consulting UK', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-08T03:57:56Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjIwMTc4MTkwIn0.Md0hdb1ml22ChicAtQOpgTYCzZ4PtzhCVH7CWHeVyF4,1,-0.139134,71440.11,Data Scientist,,71440.11,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'display_name': 'London, UK', 'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location'}","Role title: Data Scientist Location: Heathrow, Waterside, UK Job Type: Contract – Inside IR45 Rate: 450 GBP Per Day – Inside IR35 Role purpose : This role is responsible for developing industrialized optimisation and machine learning models as part of a full-stack product squad that delivers operations decision-support software Skills/capabilities Strong knowledge of either machine learning and optimization techniques , incl. supervised (regression, tree methods, etc.), unsupervised (clustering…",https://www.adzuna.co.uk/jobs/land/ad/5620178190?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=A791AC5D97C3108A47AC8289F2DDB6478C797A46,contract
Adzuna::API::Response::Job,5551398569,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'trg.recruitment'}",2025-12-21T23:56:54Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTUxMzk4NTY5In0.VGA9tgKTIFqfqBk_Dx-AmuWodM8mSaybLOYeuze1rU8,1,,71611.94,Data Scientist,,71611.94,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK']}","A UK-based health and wellbeing organisation is hiring a Data Scientist to build and deploy production ML and GenAI systems. The role is hands-on and end to end, covering data preparation, model development, and deployment across traditional ML and LLM-based use cases. You will work on real production problems rather than research-only work, owning models from first iteration through to live deployment. You will collaborate closely with other data scientists, data engineers, and DevOps, with th…",https://www.adzuna.co.uk/jobs/land/ad/5551398569?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=5130D7D9FC166B8EBFCDB4A6B3816E74D156F011,
Adzuna::API::Response::Job,5551748202,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Harnham'}",2025-12-22T08:40:09Z,51.503378,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU1MTc0ODIwMiIsInMiOiJ0bXEycVlRSDhSR2V2LXA1TkZFbXZRIn0.zwvAGsoQo_yFOxHToUqTj7DPX2rXOEe_dqkgVd21Py8,1,-0.139134,50387.98,Data Scientist,,50387.98,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs', 'tag': 'it-jobs'}","{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}","Data Scientist - Brand Uplift/Marketing London – Hybrid Up to £80,000 About the Role We are seeking a Data Scientist to join a growing Data & Innovation team within a fast-scaling AI-driven organisation. You’ll work with a wide variety of cross-channel digital signals, leveraging advanced Machine Learning, NLP, and Computer Vision techniques to uncover powerful consumer insights. These insights will shape media, marketing, influencer, and creative strategies, helping clients capture market shar…",https://www.adzuna.co.uk/jobs/land/ad/5551748202?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=5C5CD7B1C06083C6A694742B86EEB4DF2ED85C94,
Adzuna::API::Response::Job,5590424671,"{'display_name': 'Impellam Group', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-18T15:51:02Z,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTkwNDI0NjcxIn0.kZrn_t83_rENSu8M8iR0yuQASawvAVQHUBcGOvBJgUQ,1,,57934.74,Data Scientist,,57934.74,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'area': ['UK', 'London', 'Central London', 'The City'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'The City, Central London'}",Data Scientist Hybrid Working – Local Site – 1-2 days a week on site. Financial Services Lorien's leading banking client is looking for a number of Data Scientists to join them on a new long term project which will be working on GenAI-Powered Digital Assistant programme. What you’ll do Collaborate with cross-functional teams to develop and enhance our GenAI-Powered smart digital assistant. Leverage your expertise in NLP and transformer architectures to create intelligent conversational agents. …,https://www.adzuna.co.uk/jobs/land/ad/5590424671?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=07AA1DAD8E24FAE0449C5C3F3E8AAF49A322F6F4,
Adzuna::API::Response::Job,5606049767,"{'display_name': 'SearchWorks', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-30T08:17:13Z,53.480701,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidG1xMnFZUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjA2MDQ5NzY3In0.0WdM1iOrtwbGKH8gncqOKCsD8JW0XVJjMx3NesmqSSg,1,-2.23438,57745.59,Data Scientist,,57745.59,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}","{'area': ['UK', 'North West England', 'Greater Manchester', 'Manchester'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Manchester, Greater Manchester'}","Our client is an industry leading market-research company who use data-driven insights to provide unique and actionable data for some of the world's most recognised brands. Over the last 12 months they've experienced a period of rapid growth and they are positioned to continue this growth for the foreseeable future so it's an ideal time to join the team. They need a strong Data Scientist to design, develop and deploy systems to monitor data health. Key Responsibilities: •Design and implement mo…",https://www.adzuna.co.uk/jobs/land/ad/5606049767?se=tmq2qYQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=0C7D2857647C91BA0DF8F77D85EFC721276E9E07,
