created,company,id,__CLASS__,contract_time,title,salary_min,salary_max,redirect_url,salary_is_predicted,location,description,category,adref,longitude,latitude,contract_type
2026-01-31T17:54:39Z,"{'display_name': 'Hays', '__CLASS__': 'Adzuna::API::Response::Company'}",5607507194,Adzuna::API::Response::Job,,Junior Construction Project Manager,49176.08,49176.08,https://www.adzuna.co.uk/jobs/details/5607507194?utm_medium=api&utm_source=aa88ce77,1,"{'display_name': 'Belfast, Northern Ireland', 'area': ['UK', 'Northern Ireland', 'Belfast'], '__CLASS__': 'Adzuna::API::Response::Location'}"," Junior Construction project manager – Multidisciplinary Consultancy – Belfast  Your new company HAYS Property & Surveying NI are proudly working in collaboration with a highly respected, established multidisciplinary consultancy in their search for Junior Project Managers to join their Belfast team. This organisation plays a pivotal role in delivering complex building and infrastructure projects across Northern Ireland and beyond, with expertise spanning across most, if not all, the built envi…","{'tag': 'trade-construction-jobs', 'label': 'Trade & Construction Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjA3NTA3MTk0In0.38XWcLJptgDIYBftYPNym5aLFEeFJbbUsh7HiPu4q8g,,,
2026-02-04T20:13:22Z,"{'display_name': 'Warner Bros. Discovery', '__CLASS__': 'Adzuna::API::Response::Company'}",5614449870,Adzuna::API::Response::Job,full_time,Junior Buyer,29394.16,29394.16,https://www.adzuna.co.uk/jobs/land/ad/5614449870?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=D54BCF83C05566CE7563CD1ED61E9CA1E8BF72DC,1,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Eastern England', 'Hertfordshire', 'Watford', 'Leavesden'], 'display_name': 'Leavesden, Watford'}","Welcome to Warner Bros. Discovery… the stuff dreams are made of. Who We Are… When we say, “the stuff dreams are made of,” we’re not just referring to the world of wizards, dragons and superheroes, or even to the wonders of Planet Earth. Behind WBD’s vast portfolio of iconic content and beloved brands, are the storytellers bringing our characters to life, the creators bringing them to your living rooms and the dreamers creating what’s next… From brilliant creatives, to technology trailblazers, a…","{'tag': 'retail-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Retail Jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjE0NDQ5ODcwIn0.l02kPPCAUJQKZkE9sSYbTXjnM4hTTx7VsuLbQ7jCWl4,-0.40331,51.69896,
2026-01-18T05:10:08Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hays'}",5590136845,Adzuna::API::Response::Job,,Junior Administrator,20718.57,20718.57,https://www.adzuna.co.uk/jobs/land/ad/5590136845?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=12114EE407E4861A65FBF783B1B366D5DCA659F8,1,"{'display_name': 'Belfast, Northern Ireland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Northern Ireland', 'Belfast']}","Job Description Junior Administrator, Belfast, £25,500-£26,000, Permanent Your new company A private sector organisation is recruiting for a junior administrator based in Belfast. Your new role As the Junior Administrator / Service Advisor, you will act as a key point of contact between customers and the workshop team. Your role will be varied, fast‑paced, and customer‑focused. Day‑to‑day, you will: Provide a positive and professional first impression to all customers. Handle incoming enquiries…","{'tag': 'admin-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Admin Jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MDEzNjg0NSIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.01NxVA3IoCSfFYCh7z9XYHo04Tfz1x2l9oCDReXfjeo,,,permanent
2026-02-07T06:51:08Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hays'}",5618746052,Adzuna::API::Response::Job,,Junior Electrical Project Manager (with CAD/Revit),30000.0,40000.0,https://www.adzuna.co.uk/jobs/details/5618746052?utm_medium=api&utm_source=aa88ce77,0,"{'area': ['UK', 'East Midlands', 'Northamptonshire', 'Kettering'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kettering, Northamptonshire'}","Junior Electrical Project Manager (with CAD/Revit Skills) – Kettering Your new company We are recruiting on behalf of a long‑established electrical contractor with over six decades of industry experience. They deliver high‑quality electrical installations, testing, inspection, maintenance, and renewable‑energy solutions across the UK. Their projects span commercial, industrial, domestic, education, healthcare, retail, and heritage environments, and they are accredited under leading UK industry …","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Trade & Construction Jobs', 'tag': 'trade-construction-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxODc0NjA1MiIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.hQcxpHKWLxP9xHl7zTHdyg4WMR5n8Yxoi7Zre-SBA5U,-0.727857,52.395901,
2026-01-14T02:46:23Z,"{'display_name': ""Butlin's"", '__CLASS__': 'Adzuna::API::Response::Company'}",5583406309,Adzuna::API::Response::Job,,Buffet Restaurant Junior Kitchen Manager,28718.42,28718.42,https://www.adzuna.co.uk/jobs/land/ad/5583406309?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=81CE890C939F279A05F2A95B5D32815CDA9E5EA5,1,"{'display_name': 'Roman Bank, Skegness', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'East Midlands', 'Lincolnshire', 'Skegness', 'Roman Bank']}","Job Description Description \n About the role We’re looking for a Junior Kitchen Manager to join the Butlin's Buffets Department based in Skegness. Reporting to the Kitchen Manager, you will support the running of the kitchen and support in leading a large team of amazing chefs. As well a stepping up in the Kitchen Managers absence. You will be passionate about exceptional experience and will monitor this regularly to develop action plans in your venue with a focus on continuous improvement. Ha…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Hospitality & Catering Jobs', 'tag': 'hospitality-catering-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4MzQwNjMwOSIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.I5Amh42J_kQHT11EbNywXgudxaePuGUKAIEsnIEYgt0,0.349911,53.178179,
2026-01-17T04:19:19Z,"{'display_name': 'MCS Group', '__CLASS__': 'Adzuna::API::Response::Company'}",5588829081,Adzuna::API::Response::Job,,Junior Estimator,40000.0,40000.0,https://www.adzuna.co.uk/jobs/land/ad/5588829081?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=2ABFEF6CEB2646F21F77382C00664146602DB682,0,"{'display_name': 'Antrim, County Antrim', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Northern Ireland', 'County Antrim', 'Antrim']}","MCS Group are delighted to be working with a leading building construction company on an excellent opportunity for a Junior Estimator to join their growing estimating team. This role offers hands-on involvement in the tendering process, supporting cost assessments from first principles through to final submission, while developing strong technical and commercial skills within a supportive environment. The Role We are partnering with a leading building construction company who are seeking a Juni…","{'tag': 'trade-construction-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Trade & Construction Jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTg4ODI5MDgxIn0.HRuQtvQXGTFsZfwP9PoQYW2LUoP6UZ-AhOIUSMDhoks,-6.21676,54.713402,
2026-01-31T03:46:31Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Reactive Recruitment NI'}",5607090735,Adzuna::API::Response::Job,full_time,Junior Estimator,40000.0,40000.0,https://www.adzuna.co.uk/jobs/land/ad/5607090735?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=3B96AB5D74F6AC6C514FBF5E08B288791644371A,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Northern Ireland', 'Belfast'], 'display_name': 'Belfast, Northern Ireland'}","Job Title: Estimator Salary: £3545k (depending on experience) Location: Belfast Employment Type: Full-time Industry: Office Interiors / Commercial Fit-Outs Three Reasons to Apply: Work on exciting office interiors and shop fit-out projects across Ireland and occasionally the UK. Join a supportive and collaborative contracts team where your input directly impacts project success. Opportunities for career growth and development within a well-established, dynamic company. The Job in a Nutshell: Yo…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Trade & Construction Jobs', 'tag': 'trade-construction-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNzA5MDczNSIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.RVs42rZ7-AeENe4FnOh84GvQmRYsqvncxbifJT2b3iE,,,
2026-02-03T16:08:41Z,"{'display_name': 'ITOL Recruit', '__CLASS__': 'Adzuna::API::Response::Company'}",5611860200,Adzuna::API::Response::Job,full_time,Trainee Junior Project Manager,27000.0,38000.0,https://www.adzuna.co.uk/jobs/land/ad/5611860200?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=5319C1552FC2C81853ED9538B71AE47C3DA728AC,0,"{'display_name': 'UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK']}","Are you looking to benefit from a new career in Project Management? If you are organised, competent, dependable and can communicate well and motivate those around you; you could have a truly rewarding future as a Project Manager. We do this using our specialised programme looking at placing candidates into gateway project management positions to build the foundation of a project management career. Please note this career program is designed for entry level individuals with limited or no experie…","{'tag': 'teaching-jobs', 'label': 'Teaching Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjExODYwMjAwIn0.ZcqsYuaEVe6uxfqmA0NLmIhFlGB-RzPwPui13KAM73I,,,permanent
2026-01-21T15:09:24Z,"{'display_name': 'Ginger Recruitment Services Limited', '__CLASS__': 'Adzuna::API::Response::Company'}",5593985111,Adzuna::API::Response::Job,,Junior Sous,30000.0,30000.0,https://www.adzuna.co.uk/jobs/land/ad/5593985111?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=7A8CA4327A903EC7ED0C45DC5B185341AE2E52A4,0,"{'display_name': 'Preston, Lancashire', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'North West England', 'Lancashire', 'Preston']}","Junior Sous Chef £32,000  Benefits Goosnargh Benefits: Clear progression and development opportunities within a structured kitchen Supportive senior management with a strong food focus Well-organised kitchen with clear systems and standards Opportunity to work with quality fresh ingredients Stable rota and professional working environment This Junior Sous Chef role is an excellent opportunity to join a f","{'tag': 'hospitality-catering-jobs', 'label': 'Hospitality & Catering Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5Mzk4NTExMSIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.prJYspMGxYr9fPVyZEPThy5DqHtEJnCG_cYDzmzTz5g,-2.70344,53.757702,
2026-01-02T00:50:07Z,"{'display_name': ""Butlin's"", '__CLASS__': 'Adzuna::API::Response::Company'}",5563985532,Adzuna::API::Response::Job,,Junior Kitchen Manager,28886.42,28886.42,https://www.adzuna.co.uk/jobs/land/ad/5563985532?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=050F5E98E2B410D2B60CC1971369CD283D71277B,1,"{'area': ['UK', 'South East England', 'West Sussex', 'Bognor Regis', 'Felpham'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Felpham, Bognor Regis'}","Job Description Description \n About The Role We’re looking for a Junior Kitchen Manager to join the Restaurant & Quick Serve department based in Bognor Regis. Reporting to the Senior Kitchen Manager, you will support the running of the kitchen and support in leading a team of up to 10 team per shift. Making our guests smile is at the heart of our values, and you will ensure this happens consistently by ensuring that guests remain the central focus of all operational decisions. This will includ…","{'label': 'Hospitality & Catering Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'hospitality-catering-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NTYzOTg1NTMyIn0.ckqyPVFqYmeV1EwJROOcakdxwBMR6FXORtmhAKJ4Tt4,-0.660387,50.787116,
2026-02-11T17:03:04Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Butlins'}",5624446035,Adzuna::API::Response::Job,,Junior Kitchen Manager,29405.88,29405.88,https://www.adzuna.co.uk/jobs/land/ad/5624446035?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=C8D4362157C12F841757CE66331C3ABD20F6EE7A,1,"{'area': ['UK', 'South East England', 'West Sussex', 'Bognor Regis', 'Felpham'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Felpham, Bognor Regis'}","Description About The Role Were looking for a Junior Kitchen Manager to join the Butlin's Buffet Department based in Bognor Regis. Reporting to the Senior Kitchen Manager, you will support the running of the kitchen and support in leading a team of up to 40. Making our guests smile is at the heart of our values, and you will ensure this happens consistently by ensuring that guests remain the central focus of all operational decisions. This will include resource planning, recruitment and selecti…","{'tag': 'hospitality-catering-jobs', 'label': 'Hospitality & Catering Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRUdrdnNJUUg4Ukdldi1wNU5GRW12USIsImkiOiI1NjI0NDQ2MDM1In0.AmghDpA77bxOZgX2_GA8Hgt74S4t77LjZ4xQYogwQBU,-0.660387,50.787116,
2026-01-24T07:26:15Z,"{'display_name': 'The Butchers Recruiter', '__CLASS__': 'Adzuna::API::Response::Company'}",5598598982,Adzuna::API::Response::Job,,Junior Butcher,27040.0,27040.0,https://www.adzuna.co.uk/jobs/land/ad/5598598982?se=EGkvsIQH8RGev-p5NFEmvQ&utm_medium=api&utm_source=aa88ce77&v=755961213E2E22E873AC93023A99E77B75B1A54E,0,"{'display_name': 'Preston, Brighton', 'area': ['UK', 'South East England', 'East Sussex', 'Brighton', 'Preston'], '__CLASS__': 'Adzuna::API::Response::Location'}","A busy, traditional Brighton Butcher serving a diverse retail and commercial customer base in a growing business is looking for a Junior Butcher to join the team. The business is stable, growing, and customer focused and this is a hands-on, customer-facing role in a busy retail environment, with training and development provided. You will be working 55 hours per week (06:00-17:00), Monday-Saturday, with Sunday & one weekday off. As Junior Butcher, your responsibilities will include: Daily prepa…","{'tag': 'retail-jobs', 'label': 'Retail Jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5ODU5ODk4MiIsInMiOiJFR2t2c0lRSDhSR2V2LXA1TkZFbXZRIn0.yVbw8_IpfTuWijAzy8XHkiKWwPvcXCDuIhFqvh0ZNSU,-0.138208,50.821984,permanent
