id,salary_min,salary_max,redirect_url,description,adref,company,created,title,contract_type,salary_is_predicted,__CLASS__,location,category,contract_time,longitude,latitude
5613925404,30443.87,30443.87,https://www.adzuna.co.uk/jobs/details/5613925404?utm_medium=api&utm_source=aa88ce77,"Data Processing & Analysis Officer - Lisburn - Northern Ireland Fire & Rescue Service Do you come from a data processing / analysis background and are interested in entering the public sector? The Data Processing & Analysis Officer will be responsible for the day-to-day data extraction, cleansing, methodology development and analysis to provide high quality data and information for performance management and information requests . Apply now to express interest in this role with Northern Ireland…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0p1c3E0UUg4UkdFaThCekNOc0o4ZyIsImkiOiI1NjEzOTI1NDA0In0.9bFkeeNoiCJt1Kk6D3rMirychibHtCPT3cHt4QVxPHU,"{'display_name': 'Riada Resourcing', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-04T17:58:31Z,Data Processing & Analysis Officer,,1,Adzuna::API::Response::Job,"{'display_name': 'Lisburn, Northern Ireland', 'area': ['UK', 'Northern Ireland', 'Lisburn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT Jobs'}",,-6.04273,54.510899
5621845057,45000.0,50000.0,https://www.adzuna.co.uk/jobs/details/5621845057?utm_medium=api&utm_source=aa88ce77,"National Data and Analysis Manager London Up to £50,000 Are you a keen analytics professional with a experience in managing people? We are partnering with a charity who are looking for a National Data and Analysis Manager to manage a team of analysts, set objectives and allocate workload with clear opportunities for progression. ROLES AND RESPONSIBILITIES: -Own and deliver national performance and report cycle for internal stakeholders -Lead production of dashboards, reports and monthly KPI pac…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMTg0NTA1NyIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.yET05uFdVGiSK9fvoejNkJ8b_TxO6v37SVyXCZjT7To,"{'display_name': 'Harnham - Data & Analytics Recruitment', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-09T22:20:07Z,National Data and Analysis Manager,permanent,0,Adzuna::API::Response::Job,"{'display_name': 'London, UK', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'London']}","{'label': 'IT Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",full_time,,
5495658152,50681.34,50681.34,https://www.adzuna.co.uk/jobs/details/5495658152?utm_medium=api&utm_source=aa88ce77,"Job Description: This is a great opportunity for a dynamic and seasoned Sales Executive with 7 years staffing experience to join our fully remote national sales team. If you are in search of a niche in the Staffing industry that brings innovation to the way you can deliver staffing services to your clients, this is a great opportunity for you to explore. Reflik is where the industry is going. You will be prospecting and closing new business opportunities, building customer relationships, and gr…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NTY1ODE1MiIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.7e2UlVsyGrscMN_G6QJCcoGVVERJyl5ihDjl3uncbIs,"{'display_name': 'Talent Search PRO', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-14T12:17:34Z,"Sr. Sales Executive (CRM and sales software, data analysis, strategic sales)",,1,Adzuna::API::Response::Job,"{'display_name': 'UK', 'area': ['UK'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Sales Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs'}",full_time,,
5623890177,51831.23,51831.23,https://www.adzuna.co.uk/jobs/details/5623890177?utm_medium=api&utm_source=aa88ce77,"Job Description We are seeking a Data Research Analysis Manager to join our team and assist our editorial team in creating top-quality content. In this role, you will lead a team that provides competitive analysis on the market and ensures the quality and accuracy of data collection and analysis for various subjects. Your team’s research and analysis will be a key component of making trustworthy, relevant assessments of products and services, and will help thousands of consumers make informed d…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMzg5MDE3NyIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.M9clOzkxarxNqh9vRLtgtVlYHD4Y0Ph-8eyJNRQNg4s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Forbes Advisor'}",2026-02-11T06:04:12Z,Data Research Analysis Manager (Remote),,1,Adzuna::API::Response::Job,"{'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'London, UK'}","{'label': 'IT Jobs', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,-0.139134,51.503378
5604823855,55000.0,75000.0,https://www.adzuna.co.uk/jobs/land/ad/5604823855?se=sJusq4QH8RGEi8BzCNsJ8g&utm_medium=api&utm_source=aa88ce77&v=94DDEDE4D783C65FFF76D8309E7AF4291DFDF3FD,"Lead - Clinical Data & Evidence Analysis Location: UK About the Role Are you ready to lead high‑impact projects that shape the future of healthcare? We're looking for a highly skilled Clinical Data & Evidence Analysis Lead to drive commercial success through robust scientific and clinical evidence. In this pivotal role, you'll guide strategic, large‑scale projects that evaluate clinical and scientific data related to Medical Device products and core market indications. Your insights will direct…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNDgyMzg1NSIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.-64R99ivu0LvuGte-8t-90EpJsRSyCbJ7NIYMUnvX-Y,"{'display_name': 'SRG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-29T16:51:43Z,Clinical Data & Evidence Analysis Lead,,0,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK'], 'display_name': 'UK'}","{'label': 'Scientific & QA Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",full_time,,
5606172963,70349.23,70349.23,https://www.adzuna.co.uk/jobs/details/5606172963?utm_medium=api&utm_source=aa88ce77,"Description Associate, Data Management & Quantitative Analysis II At BNY, our culture allows us to run our company better and enables employees’ growth and success. As a leading global financial services company at the heart of the global financial system, we influence nearly 20% of the world’s investible assets. Every day, our teams harness cutting-edge AI and breakthrough technologies to collaborate with clients, driving transformative solutions that redefine industries and uplift communities…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0p1c3E0UUg4UkdFaThCekNOc0o4ZyIsImkiOiI1NjA2MTcyOTYzIn0.2h2tvH6OXPSuBQcK0Dhz3Y9ICu2eD9Tb4uRdRzyrzY4,"{'display_name': 'BNY Mellon', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-30T15:54:53Z,"Associate, Data Management & Quantitative Analysis II",,1,Adzuna::API::Response::Job,"{'area': ['UK', 'North West England', 'Greater Manchester', 'Manchester', 'Manchester Science Park'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Manchester Science Park, Manchester'}","{'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Accounting & Finance Jobs'}",full_time,-2.236441,53.480337
5624250347,37950.0,37950.0,https://www.adzuna.co.uk/jobs/details/5624250347?utm_medium=api&utm_source=aa88ce77,We are Data Science Services (DSS). Our team is key to providing the best available evidence to underpin the work of Natural England and our partners in supporting thriving nature for people and planet. We provide expert analytical and data management services and ensure access to evidence through online systems and scientific publications. Job description The Team We are Data Science Services (DSS). Our team is key to providing the best available evidence to underpin the work of Natural Englan…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyNDI1MDM0NyIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.vvSoq_jg-cS2lrgQR5cIhBAglJyQlmxx5wO_aMgeR6g,"{'display_name': 'Natural England', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-02-11T12:59:30Z,6393 - Senior Data Scientist – Geospatial Analysis and Modelling,permanent,0,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK'], 'display_name': 'UK'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Scientific & QA Jobs'}",full_time,,
5593243039,52000.0,52000.0,https://www.adzuna.co.uk/jobs/details/5593243039?utm_medium=api&utm_source=aa88ce77,"Management Accountant, Huntingdon | Hybrid, £25/hour Your new company Hays Accountancy & Finance are working with a leading organisation in the utilities sector to recruit a Management Accountant to join their Finance team in Huntingdon on a temporary basis. Your new role Your key responsibilities will include: Owning the monthly management accounts process Analysing Financial data Budgeting Forecasting Reconciliations What you'll need to succeed Strong experience in a Management Accounting rol…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MzI0MzAzOSIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.qqZmlwQPlMjfDXtJbNV1nZ4zxPS0Mru79r3EenELJMA,"{'display_name': 'Hays', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-20T23:06:02Z,Management Accountant,contract,0,Adzuna::API::Response::Job,"{'display_name': 'Huntingdon, Cambridgeshire', 'area': ['UK', 'Eastern England', 'Cambridgeshire', 'Huntingdon'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Accounting & Finance Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}",,,
5546804271,0.0,30000.0,https://www.adzuna.co.uk/jobs/details/5546804271?utm_medium=api&utm_source=aa88ce77,"Customer Sales Coordinator | Bury St Edmunds | £Competitive  bonus (dependent on experience) Your new company A manufacturing business based on the outskirts of Bury St Edmunds. Your new role This is a newly created Customer Sales Coordinator job, where you will need to be highly organised and analytical in your approach as you support a successful sales team. You will be responsible for providing data-driven insights, generating and qualifying leads and managing all aspects of administration t…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoic0p1c3E0UUg4UkdFaThCekNOc0o4ZyIsImkiOiI1NTQ2ODA0MjcxIn0.59VM2k4Wi-UGAILWKM_wR_QbOMS8F1RYeMchHwa6_zs,"{'display_name': 'HAYS', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-18T07:18:24Z,Customer Sales Coordinator,,0,Adzuna::API::Response::Job,"{'display_name': 'Bury St. Edmunds, Suffolk', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Eastern England', 'Suffolk', 'Bury St. Edmunds']}","{'label': 'Sales Jobs', 'tag': 'sales-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,
5600787818,29000.0,29000.0,https://www.adzuna.co.uk/jobs/details/5600787818?utm_medium=api&utm_source=aa88ce77,Office Administrator - Armagh Your new company Hays Recruitment are recruiting on behalf of a dynamic and forward-thinking organisation based in Armagh. We are currently seeking an Experienced Administrator to join the team on a permanent basis. Hours of work is Monday - Thursday 8.30-5 and Friday 8.30-2. Salary is £29k and offer private health insurance. The company is also considering offering hybrid working from home 1 day a week too. This is a fantastic opportunity to become part of a growi…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMDc4NzgxOCIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.oGBgSTXMbdETTPCkeHF_ozRMse0BJIO1LBQo3iwi7w4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hays'}",2026-01-26T09:28:58Z,Office Administrator,permanent,0,Adzuna::API::Response::Job,"{'display_name': 'Armagh, Northern Ireland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['UK', 'Northern Ireland', 'Armagh']}","{'label': 'Admin Jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'admin-jobs'}",,-6.65611,54.3475
5549283378,59584.71,59584.71,https://www.adzuna.co.uk/jobs/details/5549283378?utm_medium=api&utm_source=aa88ce77,"Interim Head of Finance - Pharmaceutical Business Your new company I am currently working with an established and listed pharmaceutical company with headquarters in London who are renowned for creating exciting therapies. The company has a presence in other parts of the world, including France, Germany and Japan. Your new role The business is seeking a Systems Accountant to start in the new year to bridge an ERP gap. This is a pivotal role where you will ensure that the companies' finance syste…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0OTI4MzM3OCIsInMiOiJzSnVzcTRRSDhSR0VpOEJ6Q05zSjhnIn0.uA7d-Bp4f1sY3onzEdlyisJTHLDxI_Dy-XERId09dCA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HAYS'}",2025-12-19T23:37:07Z,Interim Systems Accountant,,1,Adzuna::API::Response::Job,"{'area': ['UK', 'London'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'London, UK'}","{'label': 'Accounting & Finance Jobs', 'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,
